Season,1st,2nd,2H,3rd,4th,Close,Date,Final,ML,Open,Rot,Team,VH
2009,22,22,1,33,20,201,311,97,240,202,553,Milwaukee,V
2009,26,31,99.5,22,26,6.5,311,105,-290,7,554,Washington,H
2009,26,24,2,27,26,2.5,311,103,-140,2,555,Portland,V
2009,26,28,93.5,25,17,184.5,311,96,120,189.5,556,Minnesota,H
2009,23,19,5.5,29,25,4,311,96,-175,2.5,557,Utah,V
2009,25,30,112,31,22,214.5,311,108,155,213,558,Chicago,H
2009,22,19,1,38,32,223.5,311,111,1200,220,559,Memphis,V
2009,41,31,107.5,37,23,14,311,132,-2000,14,560,Phoenix,H
2009,25,27,107.5,25,31,214,311,108,900,213,561,Toronto,V
2009,22,36,7.5,25,34,13,311,117,-1400,12.5,562,LALakers,H
2009,18,14,3.5,27,24,4.5,312,83,-200,5,701,Houston,V
2009,18,15,95.5,24,18,193,312,75,170,197,702,Atlanta,H
2009,19,29,101.5,28,12,207.5,312,88,1500,201,703,LAClippers,V
2009,32,31,4.5,27,20,15.5,312,110,-3000,15,704,Orlando,H
2009,26,22,93.5,18,17,191.5,312,83,290,191,705,Philadelphia,V
2009,18,24,7,25,15,8,312,82,-350,9,706,Detroit,H
2009,24,20,98.5,16,22,203.5,312,82,2500,202.5,707,Seattle,V
2009,34,30,4,28,19,18,312,111,-5000,17.5,708,Boston,H
2009,24,20,3,28,19,3.5,312,91,-165,2,709,NewYork,V
2009,24,21,98,20,23,196.5,312,88,145,190,710,Miami,H
2009,23,24,4.5,20,32,3.5,312,99,-160,4,711,Cleveland,V
2009,38,20,97.5,22,24,190,312,104,140,188.5,712,NewJersey,H
2009,40,23,5,22,29,8,312,114,-360,7.5,713,Utah,V
2009,26,36,109,22,26,212.5,312,110,300,217.5,714,Milwaukee,H
2009,23,18,2,26,8,185,312,75,-110,184.5,715,SanAntonio,V
2009,25,23,92.5,28,24,pk,312,100,-110,2,716,NewOrleans,H
2009,28,17,97.5,21,27,200.5,312,93,625,203,717,Charlotte,V
2009,36,31,0.5,30,21,11,312,118,-825,11,718,Dallas,H
2009,22,14,110.5,22,28,226.5,312,86,1500,223,719,Memphis,V
2009,23,23,7,38,24,16.5,312,108,-3000,16,720,Denver,H
2009,17,31,111,31,27,224,312,106,425,222.5,721,Toronto,V
2009,35,23,3,30,29,9.5,312,117,-525,8.5,722,GoldenState,H
2009,24,30,96.5,25,20,192,313,99,140,194,801,Cleveland,V
2009,27,19,4,34,21,3.5,313,101,-160,3.5,802,Washington,H
2009,27,17,2.5,19,22,205.5,313,85,145,204.5,803,Portland,V
2009,34,24,101.5,14,24,3.5,313,96,-165,3,804,Sacramento,H
2009,39,23,117,22,31,237,313,115,285,238.5,805,GoldenState,V
2009,34,23,6.5,38,28,7.5,313,123,-335,4.5,806,Phoenix,H
2009,33,29,105,17,31,204,314,110,290,204.5,501,Utah,V
2009,23,26,7,25,18,7.5,314,92,-350,7.5,502,Boston,H
2009,22,26,96,23,22,198,314,93,460,197.5,503,LAClippers,V
2009,36,27,1,33,21,10,314,117,-560,9.5,504,Atlanta,H
2009,25,25,10,27,26,14,314,103,-1900,11,505,Orlando,V
2009,25,26,100.5,23,20,203.5,314,94,1150,203,506,Miami,H
2009,26,18,86,11,25,174.5,314,80,140,179.5,507,SanAntonio,V
2009,20,23,3,22,19,3,314,84,-160,3.5,508,Detroit,H
2009,21,28,105,23,26,1.5,314,98,-125,1.5,509,LALakers,V
2009,23,23,1.5,34,28,212.5,314,108,105,208.5,510,NewOrleans,H
2009,23,20,96,19,18,194,314,80,525,195,511,Charlotte,V
2009,18,18,9,28,25,10,314,89,-650,12.5,512,Houston,H
2009,25,18,3,27,40,199,314,110,140,199.5,513,Philadelphia,V
2009,26,32,99,28,20,3,314,106,-160,3.5,514,Chicago,H
2009,17,29,104.5,17,34,213,314,97,1500,212,515,Indiana,V
2009,31,31,3,21,33,14,314,116,-3000,12.5,516,Dallas,H
2009,23,34,2,21,27,217,314,105,355,219.5,517,Toronto,V
2009,44,35,107,29,29,8.5,314,137,-425,10,518,Denver,H
2009,32,25,3,40,24,3,314,121,-150,200,519,Minnesota,V
2009,30,30,100.5,28,28,198.5,314,116,130,2.5,520,Seattle,H
2009,25,30,98,23,22,197,315,109,700,193,701,LAClippers,V
2009,25,30,7,20,25,11.5,315,119,-1000,13.5,702,Washington,H
2009,23,22,4,28,23,3.5,315,96,-165,3,703,SanAntonio,V
2009,28,25,88.5,30,20,177.5,315,103,145,182,704,Philadelphia,H
2009,18,35,109.5,27,31,220.5,315,111,625,221.5,705,Indiana,V
2009,28,33,3.5,30,31,11,315,122,-825,10,706,Orlando,H
2009,29,28,0.5,29,29,5,315,115,-215,4,707,Utah,V
2009,32,18,106,31,36,204,315,117,185,204.5,708,NewJersey,H
2009,25,28,0.5,22,24,9,315,99,-465,8.5,709,Boston,V
2009,19,16,105,17,25,209.5,315,77,385,204,710,Milwaukee,H
2009,29,24,98,21,22,191.5,315,96,400,190.5,711,Minnesota,V
2009,28,26,5,29,24,9,315,107,-500,9.5,712,Portland,H
2009,34,14,2.5,31,20,228.5,315,99,300,228,713,Sacramento,V
2009,37,42,111.5,22,26,7.5,315,127,-360,9,714,Phoenix,H
2009,17,24,113.5,25,41,229.5,315,107,1500,229,715,Memphis,V
2009,29,25,5.5,26,30,16,315,110,-3000,15.5,716,GoldenState,H
2009,35,17,4,32,14,16.5,316,98,-4000,14.5,501,Dallas,V
2009,12,18,93.5,23,20,194,316,73,3000,196,502,Miami,H
2009,26,18,0.5,22,18,186,316,84,210,186,503,NewOrleans,V
2009,21,34,93.5,22,28,6,316,105,-250,5.5,504,Detroit,H
2009,19,21,96,23,28,195,316,91,320,195.5,505,Charlotte,V
2009,27,20,2,28,23,8.5,316,98,-400,7.5,506,Cleveland,H
2009,21,32,102,32,24,1,316,109,-140,2,507,Atlanta,V
2009,20,29,1,30,19,201,316,98,120,202,508,NewYork,H
2009,23,21,3,22,26,196,316,92,150,197.5u10,509,LALakers,V
2009,24,35,97,12,33,3.5,316,104,-170,4.5,510,Houston,H
2009,29,29,110,27,31,227,316,116,1600,225.5,511,Seattle,V
2009,48,36,2.5,43,41,15,316,168,-2300,17,512,Denver,H
2009,23,26,105,24,27,212,316,100,190,213,513,Toronto,V
2009,32,21,2,23,30,5.5,316,106,-230,3.5,514,Sacramento,H
2009,32,24,107.5,23,19,214.5,317,98,290,215,551,NewYork,V
2009,38,22,3.5,21,29,7.5,317,110,-340,7,552,Indiana,H
2009,29,25,103,30,21,200.5,317,105,185,202,553,Atlanta,V
2009,24,29,4,24,19,5,317,96,-215,7,554,Washington,H
2009,23,22,101,27,18,202.5,317,90,240,205,555,Cleveland,V
2009,20,20,7,33,31,6.5,317,104,-290,7.5,556,Orlando,H
2009,23,21,95.5,22,24,196.5,317,90,250,194,557,LAClippers,V
2009,23,24,3.5,21,31,7,317,99,-300,5,558,Minnesota,H
2009,24,23,102.5,17,16,3,317,80,-150,2,559,Charlotte,V
2009,21,21,0.5,30,26,206,317,98,130,210,560,Memphis,H
2009,27,23,104,34,13,205,317,97,160,199.5,561,Chicago,V
2009,27,24,2.5,24,33,4,317,108,-190,5.5,562,NewOrleans,H
2009,11,32,1,25,25,177,317,93,175,177,563,Boston,V
2009,28,25,92,17,21,5,317,91,-205,3,564,SanAntonio,H
2009,16,22,104.5,27,14,213,317,79,1100,218,565,Toronto,V
2009,16,31,5.5,18,31,13.5,317,96,-1800,13.5,566,Utah,H
2009,25,26,4,38,31,212,318,120,170,209,571,Denver,V
2009,34,39,104,27,36,4.5,318,136,-200,6,572,Detroit,H
2009,24,20,100.5,28,40,201.5,318,112,400,197.5,573,Miami,V
2009,26,24,3.5,27,29,9,318,106,-500,9.5,574,Milwaukee,H
2009,26,8,2.5,34,28,200.5,318,96,230,202,575,NewJersey,V
2009,29,29,104.5,21,33,6.5,318,112,-270,5,576,Chicago,H
2009,28,31,104.5,18,25,211,318,102,235,205.5,577,LALakers,V
2009,21,17,8,27,35,6,318,100,-275,5,578,Dallas,H
2009,21,19,90.5,32,22,179.5,318,94,155,182,579,Boston,V
2009,22,18,3,16,18,4.5,318,74,-175,5,580,Houston,H
2009,31,26,2.5,25,23,2,318,105,-135,1,581,GoldenState,V
2009,29,32,114,40,21,228.5,318,122,115,229,582,Sacramento,H
2009,28,29,103,30,24,3,318,111,-160,3.5,583,Phoenix,V
2009,27,22,1.5,27,22,210.5,318,98,140,209,584,Portland,H
2009,31,27,0.5,35,20,223,319,113,135,218,623,Denver,V
2009,34,31,111.5,27,23,3,319,115,-155,2,624,Philadelphia,H
2009,20,16,105.5,31,20,206.5,319,87,275,210.5,625,Washington,V
2009,26,17,2,22,21,7,319,86,-325,7.5,626,Orlando,H
2009,16,10,95,19,9,198.5,319,54,2500,201.5,627,Miami,V
2009,29,29,5,20,18,18.5,319,96,-5000,15,628,Toronto,H
2009,28,25,106,15,27,213.5,319,95,145,211.5,629,Charlotte,V
2009,25,21,3.5,29,27,3.5,319,102,-165,6,630,Indiana,H
2009,35,35,104,20,27,197.5,319,117,-110,199,631,Atlanta,V
2009,37,23,3,34,31,pk,319,125,-110,2.5,632,NewJersey,H
2009,28,24,101.5,16,26,202.5,319,94,255,205,633,Memphis,V
2009,23,15,7.5,24,36,7,319,98,-305,7,634,Minnesota,H
2009,24,20,94,15,10,187,319,69,230,188,635,Houston,V
2009,16,23,6.5,20,31,6,319,90,-270,3,636,NewOrleans,H
2009,25,13,1.5,19,16,183,319,73,110,185,637,Detroit,V
2009,22,23,91,18,26,1.5,319,89,-130,1,638,Cleveland,H
2009,34,30,4,20,26,12,319,110,-1200,10.5,639,Phoenix,V
2009,23,32,111,23,20,228,319,98,800,227,640,Seattle,H
2009,37,27,108,28,24,9,319,116,-500,9,641,GoldenState,V
2009,26,20,0.5,28,26,219,319,100,400,218.5,642,LAClippers,H
2009,22,33,94,31,16,5,320,102,-215,4.5,701,SanAntonio,V
2009,23,14,2.5,27,16,189.5,320,80,185,188.5,702,Chicago,H
2009,24,22,96,20,28,189,320,94,145,189,703,Boston,V
2009,29,19,1.5,22,20,3.5,320,90,-165,3,704,Dallas,H
2009,38,22,107.5,21,25,216.5,320,106,220,217,705,LALakers,V
2009,18,27,7.5,24,26,6,320,95,-260,5.5,706,Utah,H
2009,27,22,2,33,31,210.5,321,113,210,212,801,Minnesota,V
2009,35,31,104.5,27,31,6,321,124,-250,7,802,Indiana,H
2009,19,16,2.5,25,35,205.5,321,95,220,205.5,803,Philadelphia,V
2009,33,25,101.5,30,25,6.5,321,113,-260,6,804,Orlando,H
2009,35,34,101,23,28,200.5,321,120,110,204.5,805,Memphis,V
2009,28,22,4.5,40,16,1.5,321,106,-130,4,806,NewYork,H
2009,26,26,4,35,16,13.5,321,103,-1800,10.5,807,Washington,V
2009,20,19,96,23,24,189.5,321,86,1100,187.5,808,Miami,H
2009,33,34,112,26,32,5,321,125,-215,3.5,809,Denver,V
2009,25,30,1,35,24,226,321,114,185,224,810,NewJersey,H
2009,25,17,96.5,25,16,191.5,321,83,170,191.5,811,Toronto,V
2009,24,21,1.5,18,27,4.5,321,90,-200,5,812,Cleveland,H
2009,19,28,96.5,21,21,195.5,321,89,700,192,813,Sacramento,V
2009,23,31,3.5,25,23,10.5,321,102,-1000,12,814,SanAntonio,H
2009,24,33,94.5,18,27,190.5,321,102,850,192,815,LAClippers,V
2009,32,25,9.5,30,20,13.5,321,107,-1300,11,816,Portland,H
2009,21,33,106.5,22,29,220.5,321,105,2000,222.5,817,Seattle,V
2009,34,28,8,31,37,16.5,321,130,-4000,16,818,LALakers,H
2009,26,26,105.5,23,34,207,321,109,155,208,819,Houston,V
2009,29,21,4,23,33,4,321,106,-175,2,820,GoldenState,H
2009,17,28,pk,22,23,211,322,90,-115,1.5,501,Orlando,V
2009,27,17,105.5,19,35,pk,322,98,-105,213,502,Atlanta,H
2009,17,22,96,25,18,192.5,322,82,3000,193,503,Miami,V
2009,16,30,9,27,21,18,322,94,-6000,16,504,Charlotte,H
2009,19,23,105.5,33,12,202,322,87,335,199.5,505,NewJersey,V
2009,23,26,2.5,19,23,8.5,322,91,-405,8.5,506,Philadelphia,H
2009,36,29,97,24,17,191,322,106,110,187,507,Boston,V
2009,23,32,3.5,26,32,2,322,113,-130,1.5,508,NewOrleans,H
2009,24,32,97.5,21,16,197,322,93,400,198.5,509,NewYork,V
2009,42,27,1.5,25,20,9.5,322,114,-500,8,510,Minnesota,H
2009,29,27,2.5,31,24,210,322,111,100,3,511,Sacramento,V
2009,40,27,105,27,23,1,322,117,-120,215,512,Memphis,H
2009,27,28,109.5,18,35,218,322,108,275,218,513,Indiana,V
2009,28,27,4,29,17,7,322,101,-325,5.5,514,Chicago,H
2009,14,32,3,21,31,4.5,322,98,-190,5,515,Cleveland,V
2009,29,17,102,32,30,203.5,322,108,160,200,516,Milwaukee,H
2009,34,27,108,20,20,218.5,322,101,4500,222,517,Seattle,V
2009,23,29,15,33,30,21,322,115,-9000,19.5,518,Utah,H
2009,21,36,2,28,28,205,322,113,245,204.5,519,Houston,V
2009,38,36,104.5,21,27,6.5,322,122,-295,6.5,520,Phoenix,H
2009,22,22,1.5,22,17,7.5,322,83,-335,5.5,521,Portland,V
2009,17,17,94,22,16,190,322,72,285,193,522,LAClippers,H
2009,15,21,91.5,29,23,183.5,323,88,155,183.5,701,SanAntonio,V
2009,21,19,1,18,23,4,323,81,-175,4,702,Dallas,H
2009,23,23,1.5,25,38,225,323,109,125,228.5,703,Denver,V
2009,35,19,112,19,27,2.5,323,100,-145,2.5,704,Toronto,H
2009,20,20,5.5,25,18,5.5,323,83,-230,3,705,Detroit,V
2009,28,19,93,24,24,188.5,323,95,190,188.5,706,Washington,H
2009,34,38,115.5,15,28,233.5,323,115,245,230,707,GoldenState,V
2009,30,19,8.5,32,30,7,323,111,-295,6.5,708,LALakers,H
2009,22,26,96,18,29,192,324,95,425,194,601,Philadelphia,V
2009,28,24,5,19,19,9.5,324,90,-525,10,602,Boston,H
2009,30,26,1.5,26,24,7.5,324,106,-360,2,603,NewJersey,V
2009,22,23,103,18,28,200,324,91,300,201,604,NewYork,H
2009,25,12,5,13,23,10.5,324,73,-600,8,605,Milwaukee,V
2009,17,15,96,22,24,198,324,78,475,202.5,606,Miami,H
2009,25,25,pk,23,23,207,324,105,-110,207,607,Phoenix,V
2009,26,25,100.5,25,20,pk,324,110,-110,3.5,608,Detroit,H
2009,28,23,9,37,32,9,324,120,-500,6.5,609,Denver,V
2009,31,26,112.5,22,27,228.5,324,106,400,231,610,Memphis,H
2009,24,25,99,23,28,197.5,324,100,420,197,611,Sacramento,V
2009,26,27,4.5,24,31,9.5,324,108,-520,12,612,Houston,H
2009,25,28,3.5,10,21,8,324,84,-350,8.5,613,Portland,V
2009,21,28,99.5,22,26,201,324,97,290,205,614,Seattle,H
2009,20,32,5,35,24,2.5,324,123,-145,234,615,LALakers,V
2009,28,35,114,23,25,228.5,324,119,125,pk,616,GoldenState,H
2009,29,30,4,27,28,7,325,114,-325,7,651,NewOrleans,V
2009,27,29,108.5,23,27,214,325,106,275,212.5,652,Indiana,H
2009,28,30,95.5,22,27,190,325,107,105,1,653,SanAntonio,V
2009,29,27,0.5,17,24,1.5,325,97,-125,190.5,654,Orlando,H
2009,24,20,93,24,22,189.5,325,90,1200,190.5,655,LAClippers,V
2009,28,23,6.5,31,21,14,325,103,-2000,10,656,Dallas,H
2009,30,23,106,14,27,207,325,94,145,205.5,657,Atlanta,V
2009,26,25,3.5,28,24,3.5,325,103,-165,4.5,658,Chicago,H
2009,24,20,101.5,28,34,207.5,325,106,1150,205,659,Charlotte,V
2009,27,31,4,34,36,13.5,325,128,-1900,13.5,660,Utah,H
2009,22,21,5.5,23,16,2,325,82,-130,188.5,661,Washington,V
2009,31,28,96.5,23,20,186.5,325,102,110,1,662,Portland,H
2009,20,15,4,16,31,7,326,82,-325,7,501,Detroit,V
2009,19,14,108.5,28,28,214,326,89,275,212.5,502,Toronto,H
2009,37,23,95.5,22,14,190,326,96,105,1,503,Milwaukee,V
2009,32,33,0.5,29,21,1.5,326,115,-125,190.5,504,Atlanta,H
2009,20,20,93,25,27,189.5,326,96,1200,190.5,505,Miami,V
2009,26,22,6.5,15,29,14,326,103,-2000,10,506,NewYork,H
2009,19,30,106,28,22,207,326,99,145,205.5,507,Chicago,V
2009,34,31,3.5,26,30,3.5,326,121,-165,4.5,508,Philadelphia,H
2009,25,31,101.5,17,27,207.5,326,100,1150,205,509,NewOrleans,V
2009,23,27,4,21,28,13.5,326,99,-1900,13.5,510,Cleveland,H
2009,20,37,5.5,16,24,2,326,97,-130,188.5,511,Phoenix,V
2009,33,24,96.5,27,33,186.5,326,117,110,1,512,Boston,H
2009,29,31,89.5,28,29,183.5,326,117,-110,1,513,Indiana,V
2009,42,26,0.5,30,26,pk,326,124,-110,185,514,NewJersey,H
2009,23,19,106.5,18,26,211,326,86,280,207,515,Minnesota,V
2009,24,22,3,23,28,7.5,326,97,-330,7,516,Houston,H
2009,18,26,91.5,27,17,186.5,326,88,375,189.5,517,LAClippers,V
2009,27,21,2,26,23,9,326,97,-455,7,518,SanAntonio,H
2009,24,26,1.5,23,25,200.5,326,106,200,201.5,519,Memphis,V
2009,23,19,100,38,18,5.5,326,107,-240,7.5,520,Sacramento,H
2009,29,21,98,18,36,195.5,326,104,105,190,521,Washington,V
2009,23,33,3,19,24,2,326,99,-125,2.5,522,Seattle,H
2009,27,30,104,25,26,209.5,326,108,250,209.5,523,Charlotte,V
2009,24,20,4.5,24,27,7,326,95,-300,6,524,LALakers,H
2009,23,22,87.5,10,14,177,327,69,6500,179.5,801,Miami,V
2009,18,25,13,23,19,20.5,327,85,-8500,21,802,Detroit,H
2009,30,22,106.5,20,23,211,327,95,675,209,803,Portland,V
2009,22,29,9,40,20,12.5,327,111,-950,10,804,GoldenState,H
2009,39,31,108.5,16,19,214,327,105,400,217,805,Dallas,V
2009,28,32,7.5,34,24,8.5,327,118,-500,8,806,Denver,H
2009,33,30,111.5,28,24,217.5,328,115,190,218,851,NewJersey,V
2009,33,23,5,36,31,5.5,328,123,-230,4.5,852,Indiana,H
2009,38,23,105,23,23,3.5,328,107,-160,1,853,Phoenix,V
2009,19,25,3.5,27,22,218,328,93,140,217,854,Philadelphia,H
2009,23,21,96,24,27,197,328,95,1750,197,855,NewYork,V
2009,32,17,8.5,27,27,16,328,103,-3500,13.5,856,Toronto,H
2009,24,36,97.5,15,17,196.5,328,92,250,194.5,857,NewOrleans,V
2009,30,26,6.5,32,24,7,328,112,-300,6.5,858,Boston,H
2009,20,26,2,23,34,206,328,103,165,207,859,Chicago,V
2009,31,26,103.5,24,25,4.5,328,106,-195,5,860,Atlanta,H
2009,17,17,92,28,22,186,328,84,750,186.5,861,Minnesota,V
2009,14,35,2.5,19,31,12,328,99,-1100,12.5,862,SanAntonio,H
2009,34,26,0.5,27,16,8.5,328,103,-425,6,863,Orlando,V
2009,23,20,107.5,20,23,213.5,328,86,355,207,864,Milwaukee,H
2009,24,19,102.5,28,30,207,328,101,1750,206,865,LAClippers,V
2009,31,25,6,34,31,16.5,328,121,-3500,16,866,Utah,H
2009,27,20,2,35,32,206.5,328,114,145,203.5,867,Washington,V
2009,31,27,105.5,21,29,3.5,328,108,-165,1.5,868,Sacramento,H
2009,38,17,1,17,24,2.5,328,96,-140,4,869,Charlotte,V
2009,27,26,102,23,17,207.5,328,93,120,208,870,Seattle,H
2009,32,21,109.5,36,25,216,328,114,1100,219.5,871,Memphis,V
2009,30,23,9,27,31,13.5,328,111,-1800,15,872,LALakers,H
2009,21,31,4,30,28,6.5,329,110,-295,5,701,Phoenix,V
2009,31,20,108,20,33,219,329,104,245,224,702,NewJersey,H
2009,18,15,1.5,17,21,184,329,71,250,181,703,Cleveland,V
2009,29,20,91,23,13,7,329,85,-300,7,704,Detroit,H
2009,22,32,103.5,23,34,207.5,329,111,475,207,705,Milwaukee,V
2009,31,36,2,27,20,10.5,329,114,-600,7.5,706,Chicago,H
2009,32,29,119,25,26,240,329,112,295,239,707,GoldenState,V
2009,38,27,4,23,31,8,329,119,-355,7,708,Denver,H
2009,24,25,93.5,21,23,187,329,93,165,192,709,Charlotte,V
2009,30,18,3.5,23,14,4.5,329,85,-195,5.5,710,Portland,H
2009,17,26,97.5,28,26,197.5,329,97,125,203,711,Memphis,V
2009,20,27,pk,28,35,2.5,329,110,-145,3,712,LAClippers,H
2009,24,24,2,17,23,174.5,330,88,250,174,501,Houston,V
2009,35,31,88.5,19,24,7,330,109,-300,6.5,502,SanAntonio,H
2009,23,21,4,30,29,5.5,330,103,-250,6.5,503,Utah,V
2009,20,23,105.5,33,34,209,330,110,210,208.5,504,Minnesota,H
2009,23,31,100,26,29,204,330,109,900,206.5,505,NewYork,V
2009,26,29,8,29,30,13.5,330,114,-1300,13.5,506,Atlanta,H
2009,13,17,90,18,14,184.5,330,62,NL,183,507,Miami,V
2009,32,18,6.5,18,20,23,330,88,NL,22,508,Boston,H
2009,37,32,99.5,32,17,2.5,330,118,-150,3,509,NewOrleans,V
2009,28,30,2.5,21,32,198.5,330,111,130,196.5,510,Toronto,H
2009,27,21,95.5,20,20,192,330,88,165,191.5,511,Philadelphia,V
2009,22,21,6,25,23,4.5,330,91,-190,3.5,512,Cleveland,H
2009,34,28,5,32,26,5.5,330,120,-250,4.5,513,Sacramento,V
2009,39,26,108,18,24,216,330,107,210,215.5,514,Seattle,H
2009,26,25,106,25,28,213.5,330,104,-200,216,515,Dallas,V
2009,27,32,1,25,30,5.5,330,114,240,5,516,GoldenState,H
2009,25,22,108,39,25,211,330,120,250,209.5,517,Washington,V
2009,27,31,0.5,28,25,7,330,126,-300,7,518,LALakers,H
2009,25,18,97,22,20,195.5,331,85,1500,198.5,601,Miami,V
2009,27,24,7.5,27,27,16.5,331,105,-3000,16.5,602,Indiana,H
2009,39,19,2.5,21,25,2.5,331,104,-145,2.5,603,Toronto,V
2009,32,31,102,10,27,198,331,100,125,194.5,604,Charlotte,H
2009,40,33,105.5,30,13,3,331,116,-155,3,605,Atlanta,V
2009,19,27,4,26,27,208.5,331,99,135,210,606,Memphis,H
2009,22,19,3.5,25,21,210,331,87,425,209,607,Washington,V
2009,31,42,105,32,24,9.5,331,129,-525,8.5,608,Utah,H
2009,39,31,115.5,22,25,235,331,117,210,236,609,Denver,V
2009,25,26,7.5,35,46,5.5,331,132,-250,5.5,610,Phoenix,H
2009,29,23,93,17,24,6.5,331,93,-290,6,611,Dallas,V
2009,24,16,0.5,20,26,189.5,331,86,240,192.5,612,LAClippers,H
2009,21,23,3.5,30,24,2,401,98,-130,206,651,NewOrleans,V
2009,27,26,103.5,23,21,210,401,97,110,1,652,Orlando,H
2009,35,22,1,21,30,2,401,108,-130,1,653,Philadelphia,V
2009,32,25,101.5,16,26,200.5,401,99,110,203.5,654,NewJersey,H
2009,18,26,1.5,21,29,2.5,401,94,-145,5.5,655,Detroit,V
2009,30,19,88,23,18,178.5,401,90,125,186,656,Minnesota,H
2009,31,30,104.5,27,21,209,401,115,240,200,657,NewYork,V
2009,27,32,5,18,32,6.5,401,119,-290,8,658,Milwaukee,H
2009,22,28,1.5,29,27,7,401,106,-325,8,659,Boston,V
2009,17,26,99.5,30,19,197.5,401,92,275,198,660,Chicago,H
2009,34,17,104,22,19,209.5,401,92,370,209,661,GoldenState,V
2009,35,25,1.5,26,30,8.5,401,116,-450,8,662,SanAntonio,H
2009,28,37,117.5,30,25,238,401,120,265,236,663,Phoenix,V
2009,36,34,3,31,25,7.5,401,126,-315,5,664,Denver,H
2009,29,17,2,30,22,2,401,98,-135,2,665,Houston,V
2009,28,21,100,28,22,202.5,401,99,115,202,666,Sacramento,H
2009,25,33,2,34,26,2.5,402,118,-145,3,701,Cleveland,V
2009,34,28,98,27,25,193.5,402,114,125,193.5,702,Charlotte,H
2009,27,32,102.5,32,16,207,402,120,-105,203.5,703,Toronto,V
2009,31,24,1.5,25,27,1,402,127,-115,2.5,704,Atlanta,H
2009,30,24,103,24,32,209,402,110,700,207.5,705,Milwaukee,V
2009,33,28,4.5,25,23,11.5,402,109,-1000,11,706,Washington,H
2009,17,13,101,22,25,208,402,77,650,207,707,Indiana,V
2009,29,20,0.5,19,24,11,402,92,-900,10.5,708,Boston,H
2009,26,28,5,20,32,17,402,106,-3500,14.5,709,NewOrleans,V
2009,14,27,91,25,11,185.5,402,77,1750,186,710,Miami,H
2009,23,37,2,29,25,211,402,114,195,214,711,NewYork,V
2009,34,40,102.5,27,29,5.5,402,130,-235,8.5,712,Memphis,H
2009,27,23,106.5,22,28,211.5,402,100,2000,212,713,Minnesota,V
2009,29,24,9,38,26,16.5,402,117,-4000,16,714,Utah,H
2009,25,25,0.5,19,17,213,402,86,170,214.5,715,GoldenState,V
2009,29,31,106,29,22,5,402,111,-200,3.5,716,Dallas,H
2009,27,21,101.5,21,33,205.5,402,102,200,200,717,LAClippers,V
2009,22,28,2.5,20,14,5.5,402,84,-240,3,718,Seattle,H
2009,31,19,103,13,28,205,402,91,900,207,719,Portland,V
2009,26,24,9,23,31,14,402,104,-1400,14,720,LALakers,H
2009,26,19,99.5,32,24,197,403,101,300,197.5,501,Chicago,V
2009,26,29,1,30,13,7.5,403,98,-360,7.5,502,Cleveland,H
2009,25,18,102.5,27,28,210.5,403,98,475,206,503,LAClippers,V
2009,20,30,4,34,26,10,403,110,-600,10.5,504,Sacramento,H
2009,23,29,0.5,22,21,6.5,403,95,-290,5,505,Houston,V
2009,22,21,89,20,23,178.5,403,86,240,183,506,Portland,H
2009,27,24,101,23,31,206.5,404,105,400,204,551,Charlotte,V
2009,22,24,8,30,24,8.5,404,100,-500,10,552,Toronto,H
2009,28,23,102.5,26,32,pk,404,109,115,206.5,553,Philadelphia,V
2009,19,27,1.5,28,30,206,404,104,-135,2,554,Atlanta,H
2009,29,27,103.5,31,23,210.5,404,110,2000,211,555,NewYork,V
2009,29,31,8,27,31,16,404,118,-3000,15.5,556,NewOrleans,H
2009,33,27,1.5,30,27,10,404,117,-600,10,557,GoldenState,V
2009,25,21,111.5,20,20,229.5,404,86,450,231.5,558,Memphis,H
2009,20,21,97,19,27,189.5,404,87,425,191,559,NewJersey,V
2009,25,30,1.5,26,25,10,404,106,-550,9.5,560,Detroit,H
2009,23,21,91,28,23,183,404,95,2200,183,561,Miami,V
2009,29,31,5,28,21,16.5,404,109,-3200,16.5,562,Washington,H
2009,30,23,108,24,28,2.5,404,105,-150,pk,563,Indiana,V
2009,22,24,1.5,23,32,220,404,101,130,222,564,Milwaukee,H
2009,24,14,97,17,9,197,404,64,135,197,565,SanAntonio,V
2009,18,22,1.5,24,26,3,404,90,-155,3,566,Utah,H
2009,15,26,109,23,24,219,404,88,1700,219.5,567,Minnesota,V
2009,36,26,3,24,31,16,404,117,-2700,16,568,Phoenix,H
2009,22,18,7,29,10,10.5,404,79,-700,9.5,569,Houston,V
2009,17,24,97,13,12,197,404,66,500,198,570,Seattle,H
2009,31,33,105.5,23,21,207,404,108,175,207,571,Dallas,V
2009,31,23,6,26,32,5,404,112,-210,5,572,LALakers,H
2009,30,17,1.5,22,32,197,405,101,110,197.5,801,Orlando,V
2009,26,29,99,17,14,2,405,86,-130,3,802,Cleveland,H
2009,24,31,102.5,15,22,204,405,92,200,206,803,Atlanta,V
2009,15,29,6,13,28,5.5,405,85,-240,6,804,Philadelphia,H
2009,37,27,94.5,18,19,2,405,101,-130,8.5,805,Boston,V
2009,25,25,4,19,9,187,405,78,110,192,806,Charlotte,H
2009,26,22,4,26,16,3.5,405,90,-165,3.5,807,Toronto,V
2009,33,23,100.5,20,23,202.5,405,99,145,202.5,808,NewJersey,H
