,Season,1stA,2ndA,2HA,3rdA,4thA,CloseA,DateA,FinalA,MLA,OpenA,TeamA,VHA,1stB,2ndB,2HB,3rdB,4thB,CloseB,FinalB,MLB,OpenB,TeamB,ActualTotal,OpeningTotal,ClosingTotal,ProjDiffOpen,ProjDiffClose,ActualDiff,Date
2334,2009,26.0,26,105.5,23,34,207,321,109,155,208,Houston,V,29,21,4,23,33,4,106,-175,2,GoldenState,215,208.0,4.0,,,3,3-21-2009
2335,2009,17.0,28,0,22,23,211,322,90,-115,1.5,Orlando,V,27,17,105.5,19,35,0,98,-105,213,Atlanta,188,213.0,211.0,,,-8,3-22-2009
2336,2009,17.0,22,96,25,18,192.5,322,82,3000,193,Miami,V,16,30,9,27,21,18,94,-6000,16,Charlotte,176,193.0,192.5,,,-12,3-22-2009
2337,2009,19.0,23,105.5,33,12,202,322,87,335,199.5,NewJersey,V,23,26,2.5,19,23,8.5,91,-405,8.5,Philadelphia,178,8.5,8.5,,,-4,3-22-2009
2338,2009,36.0,29,97,24,17,191,322,106,110,187,Boston,V,23,32,3.5,26,32,2,113,-130,1.5,NewOrleans,219,187.0,2.0,,,-7,3-22-2009
2339,2009,24.0,32,97.5,21,16,197,322,93,400,198.5,NewYork,V,42,27,1.5,25,20,9.5,114,-500,8,Minnesota,207,8.0,9.5,,,-21,3-22-2009
2340,2009,29.0,27,2.5,31,24,210,322,111,100,3,Sacramento,V,40,27,105,27,23,1,117,-120,215,Memphis,228,3.0,210.0,,,-6,3-22-2009
2341,2009,27.0,28,109.5,18,35,218,322,108,275,218,Indiana,V,28,27,4,29,17,7,101,-325,5.5,Chicago,209,5.5,7.0,,,7,3-22-2009
2342,2009,14.0,32,3,21,31,4.5,322,98,-190,5,Cleveland,V,29,17,102,32,30,203.5,108,160,200,Milwaukee,206,5.0,4.5,,,-10,3-22-2009
2343,2009,34.0,27,108,20,20,218.5,322,101,4500,222,Seattle,V,23,29,15,33,30,21,115,-9000,19.5,Utah,216,222.0,218.5,,,-14,3-22-2009
2344,2009,21.0,36,2,28,28,205,322,113,245,204.5,Houston,V,38,36,104.5,21,27,6.5,122,-295,6.5,Phoenix,235,6.5,6.5,,,-9,3-22-2009
2345,2009,22.0,22,1.5,22,17,7.5,322,83,-335,5.5,Portland,V,17,17,94,22,16,190,72,285,193,LAClippers,155,5.5,7.5,,,11,3-22-2009
2346,2009,15.0,21,91.5,29,23,183.5,323,88,155,183.5,SanAntonio,V,21,19,1,18,23,4,81,-175,4,Dallas,169,4.0,4.0,,,7,3-23-2009
2347,2009,23.0,23,1.5,25,38,225,323,109,125,228.5,Denver,V,35,19,112,19,27,2.5,100,-145,2.5,Toronto,209,228.5,225.0,,,9,3-23-2009
2348,2009,20.0,20,5.5,25,18,5.5,323,83,-230,3,Detroit,V,28,19,93,24,24,188.5,95,190,188.5,Washington,178,3.0,5.5,,,-12,3-23-2009
2349,2009,34.0,38,115.5,15,28,233.5,323,115,245,230,GoldenState,V,30,19,8.5,32,30,7,111,-295,6.5,LALakers,226,6.5,7.0,,,4,3-23-2009
2350,2009,22.0,26,96,18,29,192,324,95,425,194,Philadelphia,V,28,24,5,19,19,9.5,90,-525,10,Boston,185,194.0,9.5,,,5,3-24-2009
2351,2009,30.0,26,1.5,26,24,7.5,324,106,-360,2,NewJersey,V,22,23,103,18,28,200,91,300,201,NewYork,197,201.0,7.5,,,15,3-24-2009
2352,2009,25.0,12,5,13,23,10.5,324,73,-600,8,Milwaukee,V,17,15,96,22,24,198,78,475,202.5,Miami,151,8.0,198.0,,,-5,3-24-2009
2353,2009,25.0,25,0,23,23,207,324,105,-110,207,Phoenix,V,26,25,100.5,25,20,0,110,-110,3.5,Detroit,215,3.5,207.0,,,-5,3-24-2009
2354,2009,28.0,23,9,37,32,9,324,120,-500,6.5,Denver,V,31,26,112.5,22,27,228.5,106,400,231,Memphis,226,6.5,9.0,,,14,3-24-2009
2355,2009,24.0,25,99,23,28,197.5,324,100,420,197,Sacramento,V,26,27,4.5,24,31,9.5,108,-520,12,Houston,208,197.0,9.5,,,-8,3-24-2009
2356,2009,25.0,28,3.5,10,21,8,324,84,-350,8.5,Portland,V,21,28,99.5,22,26,201,97,290,205,Seattle,181,8.5,8.0,,,-13,3-24-2009
2357,2009,20.0,32,5,35,24,2.5,324,123,-145,234,LALakers,V,28,35,114,23,25,228.5,119,125,0,GoldenState,242,234.0,228.5,,,4,3-24-2009
2358,2009,29.0,30,4,27,28,7,325,114,-325,7,NewOrleans,V,27,29,108.5,23,27,214,106,275,212.5,Indiana,220,7.0,7.0,,,8,3-25-2009
2359,2009,28.0,30,95.5,22,27,190,325,107,105,1,SanAntonio,V,29,27,0.5,17,24,1.5,97,-125,190.5,Orlando,204,190.5,190.0,,,10,3-25-2009
2360,2009,24.0,20,93,24,22,189.5,325,90,1200,190.5,LAClippers,V,28,23,6.5,31,21,14,103,-2000,10,Dallas,193,190.5,189.5,,,-13,3-25-2009
2361,2009,30.0,23,106,14,27,207,325,94,145,205.5,Atlanta,V,26,25,3.5,28,24,3.5,103,-165,4.5,Chicago,197,4.5,3.5,,,-9,3-25-2009
2362,2009,24.0,20,101.5,28,34,207.5,325,106,1150,205,Charlotte,V,27,31,4,34,36,13.5,128,-1900,13.5,Utah,234,205.0,207.5,,,-22,3-25-2009
2363,2009,22.0,21,5.5,23,16,2,325,82,-130,188.5,Washington,V,31,28,96.5,23,20,186.5,102,110,1,Portland,184,188.5,2.0,,,-20,3-25-2009
2364,2009,20.0,15,4,16,31,7,326,82,-325,7,Detroit,V,19,14,108.5,28,28,214,89,275,212.5,Toronto,171,7.0,7.0,,,-7,3-26-2009
2365,2009,37.0,23,95.5,22,14,190,326,96,105,1,Milwaukee,V,32,33,0.5,29,21,1.5,115,-125,190.5,Atlanta,211,190.5,190.0,,,-19,3-26-2009
2366,2009,20.0,20,93,25,27,189.5,326,96,1200,190.5,Miami,V,26,22,6.5,15,29,14,103,-2000,10,NewYork,199,190.5,189.5,,,-7,3-26-2009
2367,2009,19.0,30,106,28,22,207,326,99,145,205.5,Chicago,V,34,31,3.5,26,30,3.5,121,-165,4.5,Philadelphia,220,4.5,3.5,,,-22,3-26-2009
2368,2009,25.0,31,101.5,17,27,207.5,326,100,1150,205,NewOrleans,V,23,27,4,21,28,13.5,99,-1900,13.5,Cleveland,199,205.0,207.5,,,1,3-26-2009
2369,2009,20.0,37,5.5,16,24,2,326,97,-130,188.5,Phoenix,V,33,24,96.5,27,33,186.5,117,110,1,Boston,214,188.5,2.0,,,-20,3-26-2009
2370,2009,29.0,31,89.5,28,29,183.5,326,117,-110,1,Indiana,V,42,26,0.5,30,26,0,124,-110,185,NewJersey,241,185.0,183.5,,,-7,3-26-2009
2371,2009,23.0,19,106.5,18,26,211,326,86,280,207,Minnesota,V,24,22,3,23,28,7.5,97,-330,7,Houston,183,7.0,7.5,,,-11,3-26-2009
2372,2009,18.0,26,91.5,27,17,186.5,326,88,375,189.5,LAClippers,V,27,21,2,26,23,9,97,-455,7,SanAntonio,185,7.0,9.0,,,-9,3-26-2009
2373,2009,24.0,26,1.5,23,25,200.5,326,106,200,201.5,Memphis,V,23,19,100,38,18,5.5,107,-240,7.5,Sacramento,213,7.5,5.5,,,-1,3-26-2009
2374,2009,29.0,21,98,18,36,195.5,326,104,105,190,Washington,V,23,33,3,19,24,2,99,-125,2.5,Seattle,203,2.5,2.0,,,5,3-26-2009
2375,2009,27.0,30,104,25,26,209.5,326,108,250,209.5,Charlotte,V,24,20,4.5,24,27,7,95,-300,6,LALakers,203,6.0,7.0,,,13,3-26-2009
2376,2009,23.0,22,87.5,10,14,177,327,69,6500,179.5,Miami,V,18,25,13,23,19,20.5,85,-8500,21,Detroit,154,21.0,20.5,,,-16,3-27-2009
2377,2009,30.0,22,106.5,20,23,211,327,95,675,209,Portland,V,22,29,9,40,20,12.5,111,-950,10,GoldenState,206,209.0,211.0,,,-16,3-27-2009
2378,2009,39.0,31,108.5,16,19,214,327,105,400,217,Dallas,V,28,32,7.5,34,24,8.5,118,-500,8,Denver,223,8.0,8.5,,,-13,3-27-2009
2379,2009,33.0,30,111.5,28,24,217.5,328,115,190,218,NewJersey,V,33,23,5,36,31,5.5,123,-230,4.5,Indiana,238,4.5,5.5,,,-8,3-28-2009
2380,2009,38.0,23,105,23,23,3.5,328,107,-160,1,Phoenix,V,19,25,3.5,27,22,218,93,140,217,Philadelphia,200,217.0,3.5,,,14,3-28-2009
2381,2009,23.0,21,96,24,27,197,328,95,1750,197,NewYork,V,32,17,8.5,27,27,16,103,-3500,13.5,Toronto,198,197.0,197.0,,,-8,3-28-2009
2382,2009,24.0,36,97.5,15,17,196.5,328,92,250,194.5,NewOrleans,V,30,26,6.5,32,24,7,112,-300,6.5,Boston,204,6.5,7.0,,,-20,3-28-2009
2383,2009,20.0,26,2,23,34,206,328,103,165,207,Chicago,V,31,26,103.5,24,25,4.5,106,-195,5,Atlanta,209,5.0,4.5,,,-3,3-28-2009
2384,2009,17.0,17,92,28,22,186,328,84,750,186.5,Minnesota,V,14,35,2.5,19,31,12,99,-1100,12.5,SanAntonio,183,186.5,186.0,,,-15,3-28-2009
2385,2009,34.0,26,0.5,27,16,8.5,328,103,-425,6,Orlando,V,23,20,107.5,20,23,213.5,86,355,207,Milwaukee,189,6.0,8.5,,,17,3-28-2009
2386,2009,24.0,19,102.5,28,30,207,328,101,1750,206,LAClippers,V,31,25,6,34,31,16.5,121,-3500,16,Utah,222,206.0,207.0,,,-20,3-28-2009
2387,2009,27.0,20,2,35,32,206.5,328,114,145,203.5,Washington,V,31,27,105.5,21,29,3.5,108,-165,1.5,Sacramento,222,203.5,3.5,,,6,3-28-2009
2388,2009,38.0,17,1,17,24,2.5,328,96,-140,4,Charlotte,V,27,26,102,23,17,207.5,93,120,208,Seattle,189,4.0,207.5,,,3,3-28-2009
2389,2009,32.0,21,109.5,36,25,216,328,114,1100,219.5,Memphis,V,30,23,9,27,31,13.5,111,-1800,15,LALakers,225,219.5,216.0,,,3,3-28-2009
2390,2009,21.0,31,4,30,28,6.5,329,110,-295,5,Phoenix,V,31,20,108,20,33,219,104,245,224,NewJersey,214,5.0,6.5,,,6,3-29-2009
2391,2009,18.0,15,1.5,17,21,184,329,71,250,181,Cleveland,V,29,20,91,23,13,7,85,-300,7,Detroit,156,7.0,7.0,,,-14,3-29-2009
2392,2009,22.0,32,103.5,23,34,207.5,329,111,475,207,Milwaukee,V,31,36,2,27,20,10.5,114,-600,7.5,Chicago,225,7.5,207.5,,,-3,3-29-2009
2393,2009,32.0,29,119,25,26,240,329,112,295,239,GoldenState,V,38,27,4,23,31,8,119,-355,7,Denver,231,7.0,8.0,,,-7,3-29-2009
2394,2009,24.0,25,93.5,21,23,187,329,93,165,192,Charlotte,V,30,18,3.5,23,14,4.5,85,-195,5.5,Portland,178,5.5,4.5,,,8,3-29-2009
2395,2009,17.0,26,97.5,28,26,197.5,329,97,125,203,Memphis,V,20,27,0,28,35,2.5,110,-145,3,LAClippers,207,3.0,2.5,,,-13,3-29-2009
2396,2009,24.0,24,2,17,23,174.5,330,88,250,174,Houston,V,35,31,88.5,19,24,7,109,-300,6.5,SanAntonio,197,6.5,7.0,,,-21,3-30-2009
2397,2009,23.0,21,4,30,29,5.5,330,103,-250,6.5,Utah,V,20,23,105.5,33,34,209,110,210,208.5,Minnesota,213,6.5,5.5,,,-7,3-30-2009
2398,2009,23.0,31,100,26,29,204,330,109,900,206.5,NewYork,V,26,29,8,29,30,13.5,114,-1300,13.5,Atlanta,223,206.5,204.0,,,-5,3-30-2009
2399,2009,37.0,32,99.5,32,17,2.5,330,118,-150,3,NewOrleans,V,28,30,2.5,21,32,198.5,111,130,196.5,Toronto,229,3.0,2.5,,,7,3-30-2009
2400,2009,27.0,21,95.5,20,20,192,330,88,165,191.5,Philadelphia,V,22,21,6,25,23,4.5,91,-190,3.5,Cleveland,179,3.5,4.5,,,-3,3-30-2009
2401,2009,34.0,28,5,32,26,5.5,330,120,-250,4.5,Sacramento,V,39,26,108,18,24,216,107,210,215.5,Seattle,227,4.5,5.5,,,13,3-30-2009
2402,2009,26.0,25,106,25,28,213.5,330,104,-200,216,Dallas,V,27,32,1,25,30,5.5,114,240,5,GoldenState,218,5.0,5.5,,,-10,3-30-2009
2403,2009,25.0,22,108,39,25,211,330,120,250,209.5,Washington,V,27,31,0.5,28,25,7,126,-300,7,LALakers,246,7.0,7.0,,,-6,3-30-2009
2404,2009,25.0,18,97,22,20,195.5,331,85,1500,198.5,Miami,V,27,24,7.5,27,27,16.5,105,-3000,16.5,Indiana,190,198.5,195.5,,,-20,3-31-2009
2405,2009,39.0,19,2.5,21,25,2.5,331,104,-145,2.5,Toronto,V,32,31,102,10,27,198,100,125,194.5,Charlotte,204,2.5,2.5,,,4,3-31-2009
2406,2009,40.0,33,105.5,30,13,3,331,116,-155,3,Atlanta,V,19,27,4,26,27,208.5,99,135,210,Memphis,215,3.0,3.0,,,17,3-31-2009
2407,2009,22.0,19,3.5,25,21,210,331,87,425,209,Washington,V,31,42,105,32,24,9.5,129,-525,8.5,Utah,216,8.5,9.5,,,-42,3-31-2009
2408,2009,39.0,31,115.5,22,25,235,331,117,210,236,Denver,V,25,26,7.5,35,46,5.5,132,-250,5.5,Phoenix,249,5.5,5.5,,,-15,3-31-2009
2409,2009,29.0,23,93,17,24,6.5,331,93,-290,6,Dallas,V,24,16,0.5,20,26,189.5,86,240,192.5,LAClippers,179,6.0,6.5,,,7,3-31-2009
2410,2009,21.0,23,3.5,30,24,2,401,98,-130,206,NewOrleans,V,27,26,103.5,23,21,210,97,110,1,Orlando,195,206.0,210.0,,,1,4-01-2009
2411,2009,35.0,22,1,21,30,2,401,108,-130,1,Philadelphia,V,32,25,101.5,16,26,200.5,99,110,203.5,NewJersey,207,203.5,200.5,,,9,4-01-2009
2412,2009,18.0,26,1.5,21,29,2.5,401,94,-145,5.5,Detroit,V,30,19,88,23,18,178.5,90,125,186,Minnesota,184,5.5,2.5,,,4,4-01-2009
2413,2009,31.0,30,104.5,27,21,209,401,115,240,200,NewYork,V,27,32,5,18,32,6.5,119,-290,8,Milwaukee,234,8.0,6.5,,,-4,4-01-2009
2414,2009,22.0,28,1.5,29,27,7,401,106,-325,8,Boston,V,17,26,99.5,30,19,197.5,92,275,198,Chicago,198,8.0,7.0,,,14,4-01-2009
2415,2009,34.0,17,104,22,19,209.5,401,92,370,209,GoldenState,V,35,25,1.5,26,30,8.5,116,-450,8,SanAntonio,208,8.0,8.5,,,-24,4-01-2009
2416,2009,28.0,37,117.5,30,25,238,401,120,265,236,Phoenix,V,36,34,3,31,25,7.5,126,-315,5,Denver,246,5.0,7.5,,,-6,4-01-2009
2417,2009,29.0,17,2,30,22,2,401,98,-135,2,Houston,V,28,21,100,28,22,202.5,99,115,202,Sacramento,197,202.0,202.5,,,-1,4-01-2009
2418,2009,25.0,33,2,34,26,2.5,402,118,-145,3,Cleveland,V,34,28,98,27,25,193.5,114,125,193.5,Charlotte,232,3.0,2.5,,,4,4-02-2009
2419,2009,27.0,32,102.5,32,16,207,402,120,-105,203.5,Toronto,V,31,24,1.5,25,27,1,127,-115,2.5,Atlanta,247,203.5,207.0,,,-7,4-02-2009
2420,2009,30.0,24,103,24,32,209,402,110,700,207.5,Milwaukee,V,33,28,4.5,25,23,11.5,109,-1000,11,Washington,219,207.5,209.0,,,1,4-02-2009
2421,2009,17.0,13,101,22,25,208,402,77,650,207,Indiana,V,29,20,0.5,19,24,11,92,-900,10.5,Boston,169,207.0,208.0,,,-15,4-02-2009
2422,2009,26.0,28,5,20,32,17,402,106,-3500,14.5,NewOrleans,V,14,27,91,25,11,185.5,77,1750,186,Miami,183,186.0,185.5,,,29,4-02-2009
2423,2009,23.0,37,2,29,25,211,402,114,195,214,NewYork,V,34,40,102.5,27,29,5.5,130,-235,8.5,Memphis,244,8.5,5.5,,,-16,4-02-2009
2424,2009,27.0,23,106.5,22,28,211.5,402,100,2000,212,Minnesota,V,29,24,9,38,26,16.5,117,-4000,16,Utah,217,212.0,211.5,,,-17,4-02-2009
2425,2009,25.0,25,0.5,19,17,213,402,86,170,214.5,GoldenState,V,29,31,106,29,22,5,111,-200,3.5,Dallas,197,3.5,5.0,,,-25,4-02-2009
2426,2009,27.0,21,101.5,21,33,205.5,402,102,200,200,LAClippers,V,22,28,2.5,20,14,5.5,84,-240,3,Seattle,186,3.0,5.5,,,18,4-02-2009
2427,2009,31.0,19,103,13,28,205,402,91,900,207,Portland,V,26,24,9,23,31,14,104,-1400,14,LALakers,195,207.0,205.0,,,-13,4-02-2009
2428,2009,26.0,19,99.5,32,24,197,403,101,300,197.5,Chicago,V,26,29,1,30,13,7.5,98,-360,7.5,Cleveland,199,7.5,7.5,,,3,4-03-2009
2429,2009,25.0,18,102.5,27,28,210.5,403,98,475,206,LAClippers,V,20,30,4,34,26,10,110,-600,10.5,Sacramento,208,206.0,210.5,,,-12,4-03-2009
2430,2009,23.0,29,0.5,22,21,6.5,403,95,-290,5,Houston,V,22,21,89,20,23,178.5,86,240,183,Portland,181,5.0,6.5,,,9,4-03-2009
2431,2009,27.0,24,101,23,31,206.5,404,105,400,204,Charlotte,V,22,24,8,30,24,8.5,100,-500,10,Toronto,205,204.0,8.5,,,5,4-04-2009
2432,2009,28.0,23,102.5,26,32,0,404,109,115,206.5,Philadelphia,V,19,27,1.5,28,30,206,104,-135,2,Atlanta,213,206.5,206.0,,,5,4-04-2009
2433,2009,29.0,27,103.5,31,23,210.5,404,110,2000,211,NewYork,V,29,31,8,27,31,16,118,-3000,15.5,NewOrleans,228,211.0,210.5,,,-8,4-04-2009
2434,2009,33.0,27,1.5,30,27,10,404,117,-600,10,GoldenState,V,25,21,111.5,20,20,229.5,86,450,231.5,Memphis,203,231.5,229.5,,,31,4-04-2009
2435,2009,20.0,21,97,19,27,189.5,404,87,425,191,NewJersey,V,25,30,1.5,26,25,10,106,-550,9.5,Detroit,193,9.5,189.5,,,-19,4-04-2009
2436,2009,23.0,21,91,28,23,183,404,95,2200,183,Miami,V,29,31,5,28,21,16.5,109,-3200,16.5,Washington,204,183.0,183.0,,,-14,4-04-2009
2437,2009,30.0,23,108,24,28,2.5,404,105,-150,0,Indiana,V,22,24,1.5,23,32,220,101,130,222,Milwaukee,206,222.0,220.0,,,4,4-04-2009
2438,2009,24.0,14,97,17,9,197,404,64,135,197,SanAntonio,V,18,22,1.5,24,26,3,90,-155,3,Utah,154,3.0,3.0,,,-26,4-04-2009
2439,2009,15.0,26,109,23,24,219,404,88,1700,219.5,Minnesota,V,36,26,3,24,31,16,117,-2700,16,Phoenix,205,219.5,219.0,,,-29,4-04-2009
2440,2009,22.0,18,7,29,10,10.5,404,79,-700,9.5,Houston,V,17,24,97,13,12,197,66,500,198,Seattle,145,9.5,197.0,,,13,4-04-2009
2441,2009,31.0,33,105.5,23,21,207,404,108,175,207,Dallas,V,31,23,6,26,32,5,112,-210,5,LALakers,220,5.0,5.0,,,-4,4-04-2009
2442,2009,30.0,17,1.5,22,32,197,405,101,110,197.5,Orlando,V,26,29,99,17,14,2,86,-130,3,Cleveland,187,3.0,2.0,,,15,4-05-2009
2443,2009,24.0,31,102.5,15,22,204,405,92,200,206,Atlanta,V,15,29,6,13,28,5.5,85,-240,6,Philadelphia,177,6.0,5.5,,,7,4-05-2009
2444,2009,37.0,27,94.5,18,19,2,405,101,-130,8.5,Boston,V,25,25,4,19,9,187,78,110,192,Charlotte,179,8.5,2.0,,,23,4-05-2009
2445,2009,26.0,22,4,26,16,3.5,405,90,-165,3.5,Toronto,V,33,23,100.5,20,23,202.5,99,145,202.5,NewJersey,189,3.5,3.5,,,-9,4-05-2009
2446,2009,25.0,17,103.5,34,23,206,405,99,235,207,Washington,V,22,21,4,21,23,7,87,-275,4,Chicago,186,4.0,7.0,,,12,4-05-2009
2447,2009,25.0,34,113,29,30,229,405,118,2000,234,Sacramento,V,34,22,12,23,36,16.5,115,-4000,11,Denver,233,234.0,229.0,,,3,4-05-2009
2448,2009,19.0,20,4,29,23,13.5,406,91,-2000,15,Detroit,V,16,11,84,27,21,171.5,75,1400,174,Miami,166,174.0,171.5,,,16,4-06-2009
2449,2009,26.0,26,105.5,26,27,212,406,105,170,216.5,Dallas,V,28,29,1,32,9,5,98,-200,5,Phoenix,203,5.0,5.0,,,7,4-06-2009
2450,2009,25.0,27,106.5,25,20,216,406,97,400,219,Milwaukee,V,26,23,8,18,38,10,105,-500,10,Indiana,202,219.0,216.0,,,-8,4-06-2009
2451,2009,17.0,22,3,22,11,9,406,72,-450,8.5,SanAntonio,V,13,21,87,18,13,177,65,350,177,Portland,137,8.5,9.0,,,7,4-06-2009
2452,2009,27.0,27,104.5,27,32,208,406,113,175,210.5,Memphis,V,19,36,3,26,20,5,101,-210,5,Minnesota,214,5.0,5.0,,,12,4-06-2009
2453,2009,31.0,20,0.5,27,18,220.5,406,96,175,221,GoldenState,V,22,37,108,29,20,5,108,-210,7.5,NewOrleans,204,7.5,5.0,,,-12,4-06-2009
2454,2009,12.0,28,5.5,21,29,8,406,90,-370,6.5,Orlando,V,26,15,102,24,35,211.5,100,305,213.5,NewYork,190,6.5,8.0,,,-10,4-06-2009
2455,2009,36.0,28,11,31,31,13,406,147,-1400,12.5,Denver,V,31,39,113.5,29,27,226.5,151,1000,231,Seattle,298,231.0,226.5,,,-4,4-06-2009
2456,2009,23.0,28,3.5,36,27,9,406,114,-470,6.5,LALakers,V,27,18,108,24,23,222,92,370,223,Sacramento,206,6.5,9.0,,,22,4-06-2009
2457,2009,30.0,32,2,18,25,9,406,105,-500,7.5,Houston,V,22,20,90,25,12,183,79,400,186.5,LAClippers,184,7.5,9.0,,,26,4-06-2009
2458,2009,17.0,30,2,38,34,200.5,408,119,170,198,Minnesota,V,32,27,101.5,35,27,4.5,121,-200,3.5,Charlotte,240,3.5,4.5,,,-2,4-08-2009
2459,2009,27.0,25,3,20,26,214.5,408,98,155,214,Atlanta,V,38,29,106,26,19,4,112,-175,3.5,Indiana,210,3.5,4.0,,,-14,4-08-2009
2460,2009,21.0,28,5.5,18,21,10,408,88,-550,9,Chicago,V,18,25,94.5,26,26,185,95,450,181.5,Miami,183,9.0,185.0,,,-7,4-08-2009
2461,2009,28.0,29,95.5,22,19,193.5,408,98,650,193,NewYork,V,16,18,11,26,34,11,94,-900,13,Detroit,192,193.0,193.5,,,4,4-08-2009
2462,2009,30.0,24,5.5,35,38,12,408,127,-1100,12,Phoenix,V,33,15,108,27,38,225,113,750,229,Memphis,240,229.0,225.0,,,14,4-08-2009
2463,2009,27.0,16,107,25,9,210.5,408,77,190,212,Utah,V,24,11,5.5,15,16,5,66,-230,4.5,NewOrleans,143,4.5,5.0,,,11,4-08-2009
2464,2009,32.0,28,1,20,19,8,408,107,-375,7,Boston,V,29,16,96.5,21,33,194,104,315,195,Milwaukee,211,7.0,8.0,,,3,4-08-2009
2465,2009,21.0,23,98.5,19,20,204,408,83,2000,203,Seattle,V,23,23,10,24,29,18,99,-4000,17.5,Dallas,182,203.0,204.0,,,-16,4-08-2009
2466,2009,24.0,23,9,26,30,8.5,408,103,-415,7.5,LALakers,V,28,30,102.5,31,23,204.5,112,345,201,Portland,215,7.5,8.5,,,-9,4-08-2009
2467,2009,23.0,40,2.5,28,26,12.5,408,117,-1100,13,Denver,V,23,24,108.5,27,25,217,99,750,213,LAClippers,216,213.0,217.0,,,18,4-08-2009
2468,2009,32.0,34,112.5,30,36,225.5,408,132,950,228,Sacramento,V,39,38,4.5,26,37,14.5,140,-1500,10.5,GoldenState,272,228.0,225.5,,,-8,4-08-2009
2469,2009,25.0,28,0.5,18,24,2,409,95,-130,3,Boston,V,30,25,97.5,27,27,191.5,109,110,192,Washington,204,3.0,2.0,,,-14,4-09-2009
2470,2009,18.0,30,101,20,25,204.5,409,93,1200,205,Milwaukee,V,23,27,7.5,33,28,14,111,-2000,11.5,Toronto,204,205.0,204.5,,,-18,4-09-2009
2471,2009,22.0,31,103,21,9,196.5,409,83,355,190,NewJersey,V,20,29,7.5,27,28,8.5,104,-425,3,Cleveland,187,3.0,8.5,,,-21,4-09-2009
2472,2009,26.0,23,104.5,21,13,206.5,409,83,425,206.5,Chicago,V,26,36,2,19,34,9.5,115,-525,9,Orlando,198,9.0,9.5,,,-32,4-09-2009
2473,2009,25.0,27,91.5,21,21,183.5,409,94,170,185,Detroit,V,29,29,1,23,20,4.5,101,-200,0,Philadelphia,195,185.0,4.5,,,-7,4-09-2009
2474,2009,26.0,24,4,33,24,209.5,409,107,-110,207,Charlotte,V,27,37,102.5,22,23,0,109,-110,3,NewYork,216,3.0,209.5,,,-2,4-09-2009
2475,2009,28.0,20,5.5,41,33,10.5,409,122,-605,9.5,NewOrleans,V,30,16,100.5,27,17,202,90,480,203.5,Minnesota,212,9.5,202.0,,,32,4-09-2009
2476,2009,26.0,11,93,22,21,192.5,409,80,1200,194.5,Seattle,V,21,25,5.5,29,28,14.5,103,-2000,16.5,Houston,183,194.5,192.5,,,-23,4-09-2009
2477,2009,16.0,29,96,27,24,197,409,96,240,199.5,Phoenix,V,24,21,4.5,23,11,6.5,79,-290,6,SanAntonio,175,6.0,6.5,,,17,4-09-2009
2478,2009,22.0,39,118,28,25,238,410,114,150,240,Denver,V,37,23,3,22,23,4,105,-170,5,GoldenState,219,5.0,4.0,,,9,4-10-2009
2479,2009,15.0,25,101.5,26,28,199,410,94,215,200.5,Utah,V,24,23,1,20,30,6,97,-255,3.5,Dallas,191,3.5,6.0,,,-3,4-10-2009
2480,2009,27.0,24,8,22,33,17,410,106,-3500,16,LALakers,V,25,17,104.5,19,17,208.5,78,1750,208,LAClippers,184,208.0,208.5,,,28,4-10-2009
2481,2009,17.0,26,101.5,24,18,209,411,85,215,209,Indiana,V,18,19,5,24,15,6,76,-255,5.5,Philadelphia,161,5.5,6.0,,,9,4-11-2009
2482,2009,30.0,18,104,19,18,202,411,85,575,201.5,NewJersey,V,18,28,8,37,30,11,113,-725,9,Toronto,198,9.0,202.0,,,-28,4-11-2009
2483,2009,31.0,23,105,20,28,206.5,411,102,700,205.5,Minnesota,V,37,26,4,18,20,12,101,-1000,12,Orlando,203,205.5,206.5,,,1,4-11-2009
2484,2009,33.0,14,5,18,30,5.5,411,95,-245,5,Cleveland,V,25,28,99,29,18,195.5,100,205,195.5,Chicago,195,5.0,5.5,,,-5,4-11-2009
2485,2009,31.0,27,96.5,16,22,4.5,411,96,-210,4,Memphis,V,23,20,1.5,26,22,191,91,180,192.5,Miami,187,4.0,4.5,,,5,4-11-2009
2486,2009,21.0,18,97,19,28,196,411,86,1200,197,Milwaukee,V,31,26,3.5,22,23,15,102,-2000,15,Boston,188,197.0,196.0,,,-16,4-11-2009
2487,2009,34.0,28,104,23,31,6.5,411,116,-255,5.5,Atlanta,V,23,20,2,28,33,210.5,104,215,210,NewYork,220,5.5,6.5,,,12,4-11-2009
2488,2009,19.0,23,97,13,19,189,411,74,160,185,Washington,V,23,24,0.5,34,21,4,102,-190,5.5,Detroit,176,5.5,4.0,,,-28,4-11-2009
2489,2009,20.0,17,89,20,17,182,411,74,1300,188.5,Seattle,V,13,32,7,27,23,15.5,95,-2200,18.5,SanAntonio,169,188.5,182.0,,,-21,4-11-2009
2490,2009,28.0,19,5,19,24,4,411,90,-175,205,Phoenix,V,29,30,100.5,23,19,202.5,101,155,1,Houston,191,205.0,4.0,,,-11,4-11-2009
2491,2009,18.0,23,1.5,21,24,202,411,86,130,200,Portland,V,29,22,99.5,27,25,3,103,-150,2.5,Sacramento,189,200.0,3.0,,,-17,4-11-2009
