,Season,1stA,2ndA,3rdA,4thA,FinalA,MLA,TeamA,VHA,1stB,2ndB,2HB,3rdB,4thB,FinalB,MLB,TeamB,Date,ActualTotal,OpeningTotal,ClosingTotal,ProjDiffOpen,ProjDiffClose,ActualDiff
7097,2013,26.0,20.0,12.0,29.0,87.0,100.0,NewOrleans,V,18.0,21.0,2.0,24.0,19.0,82.0,-120.0,Houston,1-13-2013,169.0,185.5,186.0,-2.5,-1.0,5.0
7098,2013,18.0,14.0,10.0,23.0,65.0,-400.0,Detroit,V,18.0,25.0,93.0,28.0,18.0,89.0,330.0,NewYork,1-13-2013,154.0,190.5,191.0,8.0,8.0,-24.0
7099,2013,34.0,20.0,22.0,25.0,101.0,390.0,Indiana,V,19.0,26.0,10.0,28.0,33.0,106.0,-470.0,GoldenState,1-13-2013,207.0,225.0,225.0,-7.5,-9.5,-5.0
7100,2013,29.0,22.0,19.0,29.0,99.0,610.0,Memphis,V,31.0,30.0,3.5,19.0,20.0,100.0,-810.0,LALakers,1-13-2013,199.0,220.5,218.5,-12.5,-11.0,-1.0
7101,2013,25.0,43.0,31.0,17.0,116.0,-190.0,Denver,V,34.0,33.0,103.0,29.0,23.0,119.0,160.0,Charlotte,1-14-2013,235.0,209.5,209.5,4.5,4.0,-3.0
7102,2013,18.0,17.0,24.0,29.0,88.0,800.0,Washington,V,18.0,19.0,6.5,26.0,20.0,83.0,-1200.0,Boston,1-14-2013,171.0,183.5,184.5,-12.5,-11.5,5.0
7103,2013,25.0,24.0,19.0,31.0,99.0,175.0,Portland,V,12.0,22.0,6.0,19.0,20.0,73.0,-205.0,NewJersey,1-14-2013,172.0,187.5,187.5,-4.5,-4.5,26.0
7104,2013,24.0,22.0,19.0,17.0,82.0,650.0,Philadelphia,V,27.0,25.0,4.5,12.0,25.0,89.0,-900.0,SanAntonio,1-14-2013,171.0,187.5,185.5,-12.0,-11.0,-7.0
7105,2013,22.0,26.0,24.0,15.0,87.0,525.0,Milwaukee,V,24.0,25.0,6.5,22.0,27.0,98.0,-650.0,Utah,1-14-2013,185.0,210.5,209.0,-9.5,-10.5,-11.0
7106,2013,28.0,36.0,23.0,28.0,123.0,-215.0,LALakers,V,29.0,33.0,105.5,29.0,24.0,121.0,185.0,Seattle,1-14-2013,244.0,209.5,209.0,8.0,5.0,2.0
7107,2013,35.0,22.0,23.0,40.0,120.0,-265.0,Dallas,V,26.0,29.0,99.5,31.0,36.0,122.0,225.0,Sacramento,1-14-2013,242.0,194.5,196.0,6.0,6.0,-2.0
7108,2013,27.0,25.0,10.0,26.0,88.0,230.0,Chicago,V,24.0,33.0,2.5,32.0,13.0,102.0,-270.0,Orlando,1-15-2013,190.0,198.5,201.5,-7.0,-6.5,-14.0
7109,2013,22.0,22.0,23.0,26.0,93.0,130.0,Denver,V,34.0,31.0,101.5,17.0,22.0,104.0,-150.0,Atlanta,1-15-2013,197.0,205.0,209.5,-1.5,-3.0,-11.0
7110,2013,18.0,32.0,15.0,24.0,89.0,290.0,Toronto,V,20.0,31.0,4.0,26.0,26.0,103.0,-350.0,Detroit,1-15-2013,192.0,181.0,183.5,-9.5,-7.5,-14.0
7111,2013,14.0,27.0,31.0,21.0,93.0,-120.0,Washington,V,30.0,21.0,97.0,26.0,28.0,105.0,100.0,NewYork,1-15-2013,198.0,191.5,189.0,2.5,1.0,-12.0
7112,2013,28.0,28.0,27.0,22.0,105.0,-355.0,GoldenState,V,24.0,20.0,0.5,22.0,32.0,98.0,295.0,Minnesota,1-15-2013,203.0,210.0,212.5,7.5,7.5,7.0
7113,2013,31.0,25.0,29.0,28.0,132.0,-130.0,Cleveland,V,31.0,22.0,99.5,28.0,32.0,124.0,110.0,Memphis,1-15-2013,256.0,197.5,197.5,2.0,2.0,8.0
7114,2013,30.0,25.0,19.0,37.0,111.0,400.0,Philadelphia,V,31.0,29.0,4.0,25.0,22.0,107.0,-500.0,Houston,1-15-2013,218.0,182.5,181.0,-9.5,-9.0,4.0
7115,2013,27.0,21.0,17.0,25.0,90.0,-375.0,Phoenix,V,28.0,21.0,99.0,25.0,23.0,97.0,315.0,LAClippers,1-15-2013,187.0,206.5,208.0,7.0,7.5,-7.0
7116,2013,29.0,26.0,38.0,24.0,117.0,110.0,GoldenState,V,18.0,33.0,2.0,28.0,46.0,125.0,-130.0,Indiana,1-16-2013,242.0,224.0,221.0,-1.0,-2.0,-8.0
7117,2013,34.0,24.0,35.0,33.0,126.0,145.0,Chicago,V,23.0,30.0,3.0,26.0,17.0,96.0,-165.0,Miami,1-16-2013,222.0,189.5,188.5,-3.5,-3.5,30.0
7118,2013,26.0,30.0,19.0,18.0,93.0,-110.0,Orlando,V,20.0,21.0,3.5,34.0,24.0,99.0,-110.0,Charlotte,1-16-2013,192.0,206.5,206.5,2.0,-0.0,-6.0
7119,2013,28.0,22.0,20.0,21.0,91.0,180.0,Sacramento,V,22.0,36.0,0.5,32.0,26.0,116.0,-210.0,Toronto,1-16-2013,207.0,200.5,200.0,-5.0,-5.0,-25.0
7120,2013,19.0,26.0,24.0,21.0,90.0,300.0,Portland,V,19.0,24.0,6.5,31.0,26.0,100.0,-360.0,Boston,1-16-2013,190.0,181.5,180.0,-8.5,-8.0,-10.0
7121,2013,18.0,34.0,34.0,25.0,111.0,285.0,NewYork,V,33.0,22.0,3.5,23.0,27.0,105.0,-335.0,NewJersey,1-16-2013,216.0,190.0,190.5,-8.5,-7.0,6.0
7122,2013,21.0,24.0,20.0,15.0,80.0,155.0,Atlanta,V,23.0,22.0,2.5,20.0,22.0,87.0,-175.0,Milwaukee,1-16-2013,167.0,195.5,191.0,-3.5,-4.0,-7.0
7123,2013,18.0,28.0,29.0,17.0,92.0,600.0,Seattle,V,30.0,35.0,1.0,30.0,28.0,123.0,-800.0,NewOrleans,1-16-2013,215.0,192.5,199.0,-11.0,-11.0,-31.0
7124,2013,19.0,31.0,23.0,17.0,90.0,290.0,Cleveland,V,26.0,17.0,6.0,22.0,23.0,88.0,-350.0,SanAntonio,1-17-2013,178.0,183.5,180.5,-8.5,-7.5,2.0
7125,2013,28.0,31.0,29.0,21.0,109.0,140.0,Utah,V,31.0,30.0,1.0,37.0,22.0,120.0,-160.0,Denver,1-17-2013,229.0,220.5,220.5,-3.5,-3.0,-11.0
7126,2013,27.0,29.0,23.0,27.0,106.0,-125.0,Phoenix,V,24.0,19.0,3.0,18.0,37.0,98.0,105.0,LALakers,1-17-2013,204.0,225.0,226.0,1.0,1.5,8.0
7127,2013,22.0,28.0,19.0,29.0,98.0,-160.0,Portland,V,16.0,25.0,1.5,35.0,15.0,91.0,140.0,Miami,1-18-2013,189.0,191.0,191.5,2.5,3.5,7.0
7128,2013,32.0,25.0,23.0,18.0,98.0,355.0,NewYork,V,28.0,33.0,4.0,31.0,19.0,111.0,-425.0,Washington,1-18-2013,209.0,193.0,196.0,-8.5,-8.5,-13.0
7129,2013,22.0,17.0,21.0,18.0,78.0,195.0,Atlanta,V,27.0,17.0,2.0,23.0,22.0,89.0,-235.0,Toronto,1-18-2013,167.0,187.0,187.5,-6.5,-5.5,-11.0
7130,2013,29.0,28.0,16.0,16.0,89.0,595.0,Philadelphia,V,29.0,25.0,8.5,24.0,38.0,116.0,-745.0,Boston,1-18-2013,205.0,183.0,185.5,-12.5,-10.5,-27.0
7131,2013,25.0,15.0,22.0,22.0,84.0,445.0,Charlotte,V,26.0,33.0,94.5,31.0,22.0,112.0,-545.0,NewOrleans,1-18-2013,196.0,193.0,195.0,-9.5,-10.0,-28.0
7132,2013,25.0,22.0,25.0,28.0,100.0,195.0,Seattle,V,32.0,36.0,105.5,34.0,22.0,124.0,-235.0,Memphis,1-18-2013,224.0,212.0,215.5,-5.5,-5.5,-24.0
7133,2013,23.0,33.0,20.0,24.0,100.0,435.0,Sacramento,V,29.0,19.0,9.5,29.0,16.0,93.0,-535.0,Detroit,1-18-2013,193.0,194.5,193.0,-11.0,-9.5,7.0
7134,2013,23.0,22.0,26.0,17.0,88.0,470.0,LAClippers,V,34.0,25.0,1.0,29.0,18.0,106.0,-570.0,Utah,1-18-2013,194.0,197.0,198.5,-11.5,-9.5,-18.0
7135,2013,32.0,17.0,23.0,23.0,95.0,950.0,Minnesota,V,28.0,35.0,4.0,28.0,24.0,115.0,-1500.0,Phoenix,1-18-2013,210.0,213.0,211.0,-14.5,-13.5,-20.0
7136,2013,28.0,22.0,34.0,35.0,119.0,-140.0,GoldenState,V,29.0,29.0,105.0,26.0,27.0,111.0,120.0,Chicago,1-18-2013,230.0,210.0,213.0,1.0,2.0,8.0
7137,2013,27.0,21.0,30.0,32.0,110.0,125.0,Sacramento,V,22.0,20.0,3.0,27.0,35.0,104.0,-145.0,Indiana,1-19-2013,214.0,212.5,213.5,-5.0,-3.0,6.0
7138,2013,18.0,24.0,22.0,30.0,94.0,200.0,Portland,V,26.0,24.0,0.5,21.0,30.0,101.0,-240.0,Orlando,1-19-2013,195.0,196.5,193.5,-5.0,-5.5,-7.0
7139,2013,22.0,19.0,26.0,20.0,87.0,210.0,Memphis,V,28.0,18.0,2.0,34.0,25.0,105.0,-250.0,Charlotte,1-19-2013,192.0,207.5,208.0,-4.5,-5.5,-18.0
7140,2013,18.0,22.0,16.0,39.0,95.0,-130.0,Toronto,V,15.0,27.0,92.5,34.0,23.0,99.0,110.0,Philadelphia,1-19-2013,194.0,190.5,188.0,1.5,2.0,-4.0
7141,2013,21.0,22.0,22.0,23.0,88.0,180.0,NewYork,V,30.0,18.0,1.5,21.0,15.0,84.0,-210.0,Miami,1-19-2013,172.0,196.5,196.0,-4.0,-4.5,4.0
7142,2013,21.0,18.0,20.0,22.0,81.0,100.0,SanAntonio,V,20.0,25.0,89.5,16.0,22.0,83.0,-120.0,Houston,1-19-2013,164.0,183.0,180.0,-0.0,-1.0,-2.0
7143,2013,22.0,31.0,41.0,25.0,119.0,110.0,GoldenState,V,27.0,25.0,2.0,22.0,25.0,99.0,-130.0,Milwaukee,1-19-2013,218.0,214.0,215.0,-1.0,-2.0,20.0
7144,2013,22.0,19.0,26.0,14.0,81.0,-350.0,Detroit,V,20.0,30.0,92.0,21.0,26.0,97.0,290.0,Chicago,1-19-2013,178.0,185.5,186.5,5.5,7.0,-16.0
7145,2013,24.0,20.0,28.0,24.0,96.0,1100.0,Seattle,V,33.0,33.0,2.0,23.0,22.0,111.0,-1800.0,Dallas,1-19-2013,207.0,200.5,203.0,-15.0,-14.5,-15.0
7146,2013,31.0,29.0,30.0,18.0,108.0,1200.0,Minnesota,V,34.0,26.0,9.0,27.0,24.0,111.0,-2000.0,Denver,1-19-2013,219.0,211.0,210.5,-13.5,-14.5,-3.0
7147,2013,19.0,26.0,27.0,29.0,107.0,-110.0,NewJersey,V,21.0,21.0,0.5,29.0,30.0,120.0,-110.0,LAClippers,1-19-2013,227.0,186.0,186.5,2.0,-0.0,-13.0
7148,2013,20.0,25.0,28.0,19.0,92.0,500.0,NewJersey,V,35.0,21.0,2.5,33.0,27.0,116.0,-625.0,Phoenix,1-20-2013,208.0,210.0,214.0,-11.0,-10.5,-24.0
7149,2013,26.0,28.0,19.0,22.0,95.0,-275.0,SanAntonio,V,27.0,20.0,94.5,20.0,19.0,86.0,235.0,Charlotte,1-21-2013,181.0,184.5,185.0,6.0,6.5,9.0
7150,2013,21.0,20.0,19.0,24.0,84.0,-190.0,Dallas,V,23.0,23.0,98.0,27.0,29.0,102.0,160.0,Washington,1-21-2013,186.0,194.0,192.5,3.0,4.0,-18.0
7151,2013,29.0,30.0,23.0,27.0,109.0,-400.0,Boston,V,23.0,22.0,93.0,25.0,23.0,93.0,330.0,NewYork,1-21-2013,202.0,188.0,186.0,8.5,8.5,16.0
7152,2013,18.0,36.0,23.0,23.0,111.0,-110.0,Portland,V,27.0,23.0,1.0,26.0,24.0,109.0,-110.0,Atlanta,1-21-2013,220.0,183.5,182.5,-1.0,-0.0,2.0
7153,2013,32.0,31.0,27.0,20.0,110.0,145.0,Indiana,V,19.0,30.0,5.0,30.0,24.0,103.0,-165.0,Philadelphia,1-21-2013,213.0,204.5,203.0,-3.0,-3.5,7.0
7154,2013,24.0,28.0,16.0,21.0,89.0,700.0,Seattle,V,22.0,31.0,7.0,24.0,19.0,96.0,-1000.0,Houston,1-21-2013,185.0,194.5,196.5,-12.5,-12.0,-7.0
7155,2013,24.0,30.0,15.0,23.0,92.0,525.0,Milwaukee,V,17.0,33.0,9.0,26.0,30.0,106.0,-650.0,NewOrleans,1-21-2013,198.0,194.5,192.0,-9.0,-11.0,-14.0
7156,2013,23.0,31.0,25.0,30.0,109.0,-140.0,Utah,V,20.0,23.0,2.0,24.0,26.0,93.0,120.0,LAClippers,1-21-2013,202.0,198.0,196.5,4.0,2.5,16.0
7157,2013,33.0,16.0,36.0,24.0,109.0,700.0,Minnesota,V,23.0,29.0,6.0,28.0,28.0,108.0,-1000.0,GoldenState,1-21-2013,217.0,214.5,213.5,-13.5,-11.0,1.0
7158,2013,17.0,18.0,27.0,28.0,90.0,105.0,Chicago,V,22.0,26.0,100.5,26.0,30.0,104.0,-125.0,Memphis,1-21-2013,194.0,205.0,205.5,-1.5,-1.5,-14.0
7159,2013,30.0,19.0,29.0,22.0,100.0,-145.0,Detroit,V,26.0,29.0,95.0,25.0,22.0,102.0,125.0,Orlando,1-21-2013,202.0,191.5,192.0,3.0,2.5,-2.0
7160,2013,27.0,22.0,23.0,25.0,97.0,-155.0,Cleveland,V,28.0,24.0,94.0,18.0,20.0,90.0,135.0,Miami,1-21-2013,187.0,187.5,187.5,4.0,3.0,7.0
7161,2013,29.0,28.0,25.0,17.0,99.0,125.0,Denver,V,39.0,28.0,108.0,24.0,25.0,116.0,-145.0,LALakers,1-21-2013,215.0,223.5,225.0,-4.5,-2.5,-17.0
7162,2013,30.0,24.0,23.0,37.0,114.0,-400.0,Phoenix,V,24.0,38.0,104.5,21.0,22.0,105.0,330.0,Milwaukee,1-22-2013,219.0,215.5,214.0,8.0,8.5,9.0
7163,2013,25.0,22.0,26.0,21.0,94.0,210.0,NewJersey,V,36.0,28.0,103.5,33.0,31.0,128.0,-250.0,Sacramento,1-22-2013,222.0,199.5,202.0,-5.5,-5.5,-34.0
7164,2013,25.0,25.0,20.0,16.0,86.0,-315.0,Detroit,V,23.0,18.0,92.0,22.0,15.0,78.0,265.0,Philadelphia,1-23-2013,164.0,187.0,185.5,6.0,7.5,8.0
7165,2013,30.0,27.0,23.0,22.0,102.0,-270.0,Dallas,V,17.0,32.0,98.0,19.0,27.0,95.0,230.0,Charlotte,1-23-2013,197.0,189.5,193.0,7.0,6.0,7.0
7166,2013,26.0,20.0,17.0,22.0,85.0,170.0,Washington,V,34.0,18.0,0.5,43.0,26.0,121.0,-200.0,Cleveland,1-23-2013,206.0,186.0,188.0,-5.0,-4.5,-36.0
7167,2013,28.0,29.0,27.0,30.0,114.0,330.0,Toronto,V,29.0,26.0,6.0,36.0,21.0,112.0,-400.0,Boston,1-23-2013,226.0,184.5,186.0,-9.0,-8.0,2.0
7168,2013,27.0,31.0,28.0,26.0,112.0,-170.0,Orlando,V,28.0,20.0,1.0,24.0,13.0,85.0,150.0,Memphis,1-23-2013,197.0,212.0,214.5,3.0,3.5,27.0
7169,2013,26.0,18.0,15.0,22.0,81.0,275.0,Portland,V,20.0,28.0,3.5,22.0,26.0,96.0,-325.0,NewOrleans,1-23-2013,177.0,189.5,189.0,-6.0,-7.5,-15.0
7170,2013,27.0,23.0,25.0,32.0,107.0,-400.0,Phoenix,V,32.0,33.0,102.0,23.0,29.0,117.0,330.0,Minnesota,1-23-2013,224.0,213.0,214.0,8.5,8.5,-10.0
7171,2013,24.0,19.0,30.0,22.0,95.0,170.0,Indiana,V,27.0,30.0,98.5,22.0,29.0,108.0,-200.0,Chicago,1-23-2013,203.0,207.5,203.0,-3.5,-4.5,-13.0
7172,2013,27.0,27.0,12.0,25.0,91.0,330.0,LALakers,V,23.0,22.0,7.5,31.0,27.0,103.0,-400.0,SanAntonio,1-23-2013,194.0,198.5,196.0,-6.5,-8.0,-12.0
7173,2013,17.0,25.0,28.0,30.0,100.0,195.0,Atlanta,V,29.0,23.0,0.5,26.0,29.0,107.0,-235.0,Denver,1-23-2013,207.0,203.0,201.0,-5.0,-5.5,-7.0
7174,2013,24.0,26.0,28.0,31.0,109.0,-265.0,Houston,V,25.0,34.0,97.0,24.0,24.0,107.0,225.0,Seattle,1-23-2013,216.0,192.5,195.0,5.5,6.0,2.0
7175,2013,19.0,30.0,15.0,21.0,85.0,-140.0,Sacramento,V,22.0,28.0,99.0,26.0,35.0,111.0,120.0,LAClippers,1-23-2013,196.0,199.0,199.5,-0.0,2.5,-26.0
7176,2013,24.0,21.0,20.0,25.0,90.0,-555.0,SanAntonio,V,28.0,18.0,91.5,26.0,17.0,89.0,455.0,Miami,1-24-2013,179.0,184.5,184.5,8.0,9.5,1.0
7177,2013,32.0,18.0,23.0,19.0,92.0,190.0,Indiana,V,32.0,20.0,3.0,22.0,30.0,104.0,-230.0,Milwaukee,1-24-2013,196.0,210.5,209.0,-5.0,-5.0,-12.0
7178,2013,26.0,26.0,38.0,29.0,119.0,450.0,NewJersey,V,33.0,20.0,6.0,29.0,39.0,121.0,-550.0,GoldenState,1-24-2013,240.0,214.5,217.0,-9.0,-10.0,-2.0
7179,2013,29.0,27.0,31.0,23.0,110.0,-120.0,Phoenix,V,34.0,35.0,100.5,21.0,18.0,108.0,100.0,Cleveland,1-25-2013,218.0,212.5,211.5,2.5,1.0,2.0
7180,2013,9.0,29.0,33.0,22.0,93.0,390.0,Memphis,V,30.0,29.0,103.0,25.0,20.0,104.0,-470.0,Washington,1-25-2013,197.0,204.5,207.0,-8.5,-9.0,-11.0
7181,2013,20.0,22.0,11.0,22.0,75.0,525.0,Milwaukee,V,23.0,24.0,5.0,32.0,27.0,106.0,-650.0,Toronto,1-25-2013,181.0,197.0,195.5,-9.5,-10.5,-31.0
7182,2013,23.0,23.0,20.0,15.0,81.0,125.0,Philadelphia,V,28.0,22.0,96.5,22.0,17.0,89.0,-145.0,NewYork,1-25-2013,170.0,192.5,195.0,-2.0,-2.5,-8.0
7183,2013,30.0,17.0,21.0,18.0,86.0,1050.0,Minnesota,V,29.0,21.0,8.0,17.0,20.0,87.0,-1700.0,Boston,1-25-2013,173.0,192.5,191.0,-14.0,-14.0,-1.0
7184,2013,18.0,31.0,25.0,19.0,93.0,275.0,Orlando,V,39.0,29.0,94.5,19.0,14.0,101.0,-325.0,Detroit,1-25-2013,194.0,192.0,193.0,-7.5,-7.0,-8.0
7185,2013,22.0,15.0,26.0,29.0,92.0,465.0,LAClippers,V,28.0,22.0,2.0,31.0,30.0,111.0,-565.0,NewOrleans,1-25-2013,203.0,189.0,190.0,-11.0,-9.5,-19.0
7186,2013,31.0,24.0,19.0,31.0,105.0,255.0,LALakers,V,28.0,28.0,4.0,35.0,21.0,112.0,-305.0,Dallas,1-25-2013,217.0,206.0,205.0,-7.0,-7.0,-7.0
7187,2013,20.0,25.0,21.0,24.0,90.0,145.0,Charlotte,V,14.0,20.0,4.5,25.0,18.0,77.0,-165.0,Chicago,1-25-2013,167.0,188.0,190.0,-1.5,-3.5,13.0
7188,2013,11.0,20.0,36.0,18.0,85.0,355.0,NewJersey,V,19.0,28.0,0.5,26.0,27.0,100.0,-425.0,Denver,1-25-2013,185.0,209.5,209.0,-7.5,-9.0,-15.0
7189,2013,23.0,29.0,35.0,26.0,113.0,340.0,Sacramento,V,26.0,32.0,3.0,37.0,32.0,127.0,-410.0,Utah,1-25-2013,240.0,213.5,214.5,-8.0,-8.5,-14.0
7190,2013,16.0,26.0,20.0,27.0,89.0,110.0,Houston,V,23.0,27.0,94.0,12.0,17.0,79.0,-130.0,Portland,1-25-2013,168.0,184.5,184.5,-2.0,-2.0,10.0
7191,2013,23.0,29.0,26.0,21.0,99.0,-170.0,Atlanta,V,14.0,17.0,3.5,28.0,31.0,90.0,150.0,Seattle,1-25-2013,189.0,198.5,199.5,1.5,3.5,9.0
7192,2013,28.0,29.0,20.0,19.0,96.0,100.0,Indiana,V,23.0,25.0,3.0,29.0,21.0,98.0,-120.0,Miami,1-26-2013,194.0,202.0,202.0,1.0,-1.0,-2.0
7193,2013,20.0,27.0,33.0,23.0,103.0,215.0,Philadelphia,V,27.0,28.0,0.5,16.0,25.0,96.0,-255.0,Charlotte,1-26-2013,199.0,190.5,188.0,-4.5,-6.0,7.0
7194,2013,28.0,31.0,23.0,26.0,120.0,140.0,LAClippers,V,36.0,25.0,0.5,29.0,18.0,125.0,-160.0,Memphis,1-26-2013,245.0,201.0,201.5,-4.0,-3.0,-5.0
7195,2013,28.0,14.0,30.0,30.0,102.0,215.0,NewOrleans,V,27.0,16.0,3.0,21.0,14.0,78.0,-255.0,SanAntonio,1-26-2013,180.0,185.5,183.5,-6.0,-6.0,24.0
7196,2013,20.0,26.0,22.0,20.0,88.0,-370.0,Phoenix,V,15.0,27.0,100.5,22.0,13.0,77.0,310.0,Chicago,1-27-2013,165.0,209.5,208.5,6.0,7.5,11.0
7197,2013,24.0,25.0,20.0,29.0,98.0,160.0,Cleveland,V,26.0,14.0,5.0,31.0,24.0,95.0,-190.0,LALakers,1-27-2013,193.0,204.0,203.0,-5.0,-4.0,3.0
7198,2013,23.0,23.0,19.0,28.0,93.0,120.0,Boston,V,19.0,24.0,4.0,32.0,21.0,96.0,-140.0,Orlando,1-27-2013,189.0,195.0,191.5,3.0,-2.5,-3.0
7199,2013,17.0,20.0,29.0,24.0,102.0,-150.0,Washington,V,15.0,25.0,99.5,26.0,24.0,105.0,130.0,Milwaukee,1-27-2013,207.0,193.0,192.0,1.5,3.0,-3.0
7200,2013,29.0,23.0,21.0,20.0,93.0,220.0,Atlanta,V,19.0,18.0,7.0,26.0,31.0,94.0,-260.0,Portland,1-27-2013,187.0,183.0,183.0,-6.0,-6.0,-1.0
7201,2013,15.0,19.0,20.0,31.0,85.0,475.0,Denver,V,24.0,21.0,2.5,15.0,30.0,90.0,-600.0,Dallas,1-27-2013,175.0,209.0,209.0,-9.5,-10.5,-5.0
7202,2013,26.0,22.0,26.0,21.0,95.0,-125.0,NewJersey,V,22.0,16.0,2.0,26.0,34.0,98.0,105.0,Minnesota,1-27-2013,193.0,192.5,192.5,-0.0,1.5,-3.0
7203,2013,19.0,22.0,19.0,37.0,97.0,-115.0,Utah,V,16.0,19.0,1.5,24.0,30.0,89.0,-105.0,Houston,1-27-2013,186.0,197.0,196.0,-2.5,-0.0,8.0
7204,2013,25.0,29.0,20.0,29.0,103.0,-250.0,Sacramento,V,18.0,30.0,107.0,25.0,28.0,101.0,210.0,Seattle,1-27-2013,204.0,212.5,215.0,3.5,5.5,2.0
7205,2013,20.0,32.0,27.0,25.0,104.0,410.0,NewYork,V,29.0,18.0,9.0,29.0,30.0,106.0,-510.0,GoldenState,1-27-2013,210.0,216.0,218.5,-10.5,-10.0,-2.0
7206,2013,22.0,18.0,28.0,25.0,93.0,400.0,Denver,V,33.0,30.0,96.5,24.0,30.0,117.0,-500.0,NewOrleans,1-28-2013,210.0,206.0,204.5,-8.0,-10.0,-24.0
7207,2013,33.0,28.0,23.0,19.0,103.0,-230.0,Dallas,V,19.0,25.0,2.0,19.0,21.0,84.0,190.0,Memphis,1-28-2013,187.0,207.0,201.0,7.0,5.5,19.0
7208,2013,19.0,26.0,21.0,25.0,91.0,130.0,SanAntonio,V,28.0,27.0,96.0,21.0,21.0,97.0,-150.0,Utah,1-28-2013,188.0,196.0,193.5,-1.5,-3.0,-6.0
7209,2013,29.0,30.0,24.0,24.0,107.0,115.0,Charlotte,V,22.0,27.0,2.5,22.0,29.0,100.0,-135.0,LAClippers,1-28-2013,207.0,190.0,189.0,-2.5,-1.5,7.0
7210,2013,23.0,36.0,24.0,27.0,110.0,-330.0,Detroit,V,32.0,25.0,98.0,21.0,26.0,104.0,280.0,Indiana,1-29-2013,214.0,194.0,194.5,8.5,7.0,6.0
7211,2013,20.0,30.0,15.0,30.0,104.0,-155.0,Toronto,V,23.0,23.0,96.5,25.0,24.0,108.0,135.0,Washington,1-29-2013,212.0,192.5,190.0,-2.5,3.0,-4.0
7212,2013,31.0,33.0,30.0,23.0,117.0,-190.0,Boston,V,14.0,28.0,3.0,19.0,26.0,87.0,160.0,Miami,1-29-2013,204.0,183.0,182.0,7.0,4.0,30.0
7213,2013,22.0,13.0,19.0,26.0,80.0,225.0,Milwaukee,V,20.0,20.0,2.5,21.0,26.0,87.0,-265.0,NewJersey,1-29-2013,167.0,191.5,188.5,-7.0,-6.0,-7.0
7214,2013,15.0,22.0,25.0,23.0,85.0,155.0,Minnesota,V,21.0,22.0,0.0,28.0,25.0,96.0,-175.0,Chicago,1-29-2013,181.0,188.0,188.0,-2.5,-4.0,-11.0
7215,2013,18.0,28.0,26.0,35.0,107.0,125.0,GoldenState,V,33.0,27.0,101.0,23.0,28.0,111.0,-145.0,Houston,1-29-2013,218.0,203.0,206.0,-4.5,-2.5,-4.0
7216,2013,17.0,16.0,33.0,26.0,92.0,480.0,Atlanta,V,28.0,24.0,0.5,38.0,35.0,125.0,-605.0,Phoenix,1-29-2013,217.0,207.5,210.5,-9.5,-10.0,-33.0
7217,2013,26.0,22.0,18.0,19.0,85.0,-300.0,SanAntonio,V,25.0,21.0,95.0,17.0,25.0,88.0,250.0,Seattle,1-29-2013,173.0,194.5,191.5,8.5,7.0,-3.0
7218,2013,29.0,32.0,26.0,22.0,109.0,410.0,NewYork,V,28.0,30.0,8.0,27.0,35.0,120.0,-510.0,LALakers,1-29-2013,229.0,206.5,207.5,-9.5,-9.0,-11.0
7219,2013,25.0,27.0,24.0,15.0,91.0,1450.0,Miami,V,30.0,33.0,6.0,20.0,24.0,107.0,-2500.0,Orlando,1-30-2013,198.0,196.5,198.0,-12.0,-16.0,-16.0
7220,2013,23.0,18.0,23.0,19.0,83.0,525.0,Washington,V,28.0,33.0,0.5,34.0,27.0,122.0,-650.0,Toronto,1-30-2013,205.0,192.0,192.0,-5.0,-11.0,-39.0
7221,2013,18.0,14.0,15.0,22.0,69.0,370.0,Milwaukee,V,27.0,24.0,93.0,26.0,35.0,112.0,-450.0,Philadelphia,1-30-2013,181.0,187.0,185.5,-6.5,-9.0,-43.0
7222,2013,22.0,32.0,19.0,33.0,106.0,-190.0,Denver,V,29.0,23.0,105.0,26.0,24.0,102.0,160.0,Memphis,1-30-2013,208.0,217.0,214.5,2.0,4.5,4.0
7223,2013,14.0,20.0,18.0,15.0,67.0,170.0,Chicago,V,8.0,25.0,3.0,30.0,20.0,83.0,-200.0,Minnesota,1-30-2013,150.0,186.5,185.0,-3.5,-4.5,-16.0
7224,2013,32.0,26.0,32.0,26.0,116.0,375.0,GoldenState,V,26.0,28.0,7.5,31.0,18.0,103.0,-455.0,NewOrleans,1-30-2013,219.0,214.0,218.5,-8.5,-9.0,13.0
7225,2013,20.0,22.0,20.0,22.0,84.0,140.0,Cleveland,V,29.0,19.0,0.5,20.0,15.0,83.0,-160.0,Portland,1-30-2013,167.0,185.0,187.5,-3.0,-3.0,1.0
7226,2013,18.0,22.0,28.0,21.0,89.0,1000.0,NewYork,V,26.0,25.0,4.5,29.0,20.0,100.0,-1600.0,Utah,1-30-2013,189.0,205.0,207.5,-12.5,-13.5,-11.0
7227,2013,27.0,25.0,16.0,23.0,91.0,305.0,Charlotte,V,28.0,27.0,4.5,29.0,21.0,105.0,-365.0,Sacramento,1-30-2013,196.0,204.5,208.0,-5.5,-8.0,-14.0
7228,2013,21.0,20.0,20.0,27.0,88.0,-165.0,Atlanta,V,20.0,28.0,95.5,26.0,21.0,95.0,145.0,LAClippers,1-30-2013,183.0,186.5,186.0,-0.0,4.0,-7.0
